Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Chintal Basti,17.4096785,78.4570516,Cafe Coffee Day,17.40604375,78.46315472,Coffee Shop
Chintal Basti,17.4096785,78.4570516,Indijoe,17.41518149,78.44897139,Italian Restaurant
Chintal Basti,17.4096785,78.4570516,KFC,17.42266841,78.46237693,Fast Food Restaurant
Chintal Basti,17.4096785,78.4570516,Kamat Hotel,17.40432999,78.46760189,Indian Restaurant
Chintal Basti,17.4096785,78.4570516,Pizza Hut,17.4227145,78.46223027,Pizza Place
Chintal Basti,17.4096785,78.4570516,Labonel,17.41586038,78.44518947,Cupcake Shop
Chintal Basti,17.4096785,78.4570516,Barista (Prasads Imax),17.41303308,78.46562468,Coffee Shop
Dabirpura,17.3665277,78.4901244,Shadaab,17.36866112,78.47557242,Diner
Dabirpura,17.3665277,78.4901244,Hotel Sohail,17.37282923,78.49929806,Indian Restaurant
Dabirpura,17.3665277,78.4901244,Salar Jung Museum,17.37177288,78.48063609,History Museum
Dabirpura,17.3665277,78.4901244,Govind Ki Idly,17.36413201,78.47377107,South Indian Restaurant
Dabirpura,17.3665277,78.4901244,Charminar,17.36155458,78.47467661,Monument / Landmark
Dabirpura,17.3665277,78.4901244,D Mart,17.37114674,78.50504635,Department Store
Dabirpura,17.3665277,78.4901244,Salarjung Museum,17.37152737,78.47828298,History Museum
Dabirpura,17.3665277,78.4901244,Hotel Nayaab,17.36850401,78.47747956,Food Court
Dabirpura,17.3665277,78.4901244,Nimrah Hotel,17.36113626,78.47437335,Café
Dabirpura,17.3665277,78.4901244,Sohail Waves,17.3722979,78.49945343,Middle Eastern Restaurant
Dabirpura,17.3665277,78.4901244,Domino's Pizza,17.381,78.493,Pizza Place
Dabirpura,17.3665277,78.4901244,KFC,17.3728142,78.50576209,Fast Food Restaurant
Dabirpura,17.3665277,78.4901244,Yakutpura station,17.35843432,78.49232311,Train Station
Dabirpura,17.3665277,78.4901244,Cafe coffee day,17.3619866,78.47490797,Coffee Shop
Dabirpura,17.3665277,78.4901244,In & Out,17.37490941,78.49803069,Convenience Store
Dabirpura,17.3665277,78.4901244,Madina House,17.36852007,78.47590762,Shopping Mall
Dabirpura,17.3665277,78.4901244,Reliance Digital,17.37476376,78.50278616,Electronics Store
Dabirpura,17.3665277,78.4901244,Chermas,17.37226792,78.50504635,Clothing Store
Dabirpura,17.3665277,78.4901244,Bakers 'Q',17.37319963,78.50504635,Bakery
Dabirpura,17.3665277,78.4901244,Vinay Pan Shop,17.35572285,78.47647372,Juice Bar
Dar-ul-Shifa,17.3693959,78.4788189,Shadaab,17.36866112,78.47557242,Diner
Dar-ul-Shifa,17.3693959,78.4788189,Govind Ki Idly,17.36413201,78.47377107,South Indian Restaurant
Dar-ul-Shifa,17.3693959,78.4788189,Salar Jung Museum,17.37177288,78.48063609,History Museum
Dar-ul-Shifa,17.3693959,78.4788189,Chowmahala Palace,17.35929974,78.47161741,History Museum
Dar-ul-Shifa,17.3693959,78.4788189,Charminar,17.36155458,78.47467661,Monument / Landmark
Dar-ul-Shifa,17.3693959,78.4788189,Famous Ice Cream,17.38432063,78.47479577,Ice Cream Shop
Dar-ul-Shifa,17.3693959,78.4788189,Karachi Bakery,17.38345374,78.47507545,Bakery
Dar-ul-Shifa,17.3693959,78.4788189,Salarjung Museum,17.37152737,78.47828298,History Museum
Dar-ul-Shifa,17.3693959,78.4788189,Laxman Ki Bandi,17.37889459,78.46397328,South Indian Restaurant
Dar-ul-Shifa,17.3693959,78.4788189,Hotel Nayaab,17.36850401,78.47747956,Food Court
Dar-ul-Shifa,17.3693959,78.4788189,Pista house,17.35660939,78.47363711,Indian Restaurant
Dar-ul-Shifa,17.3693959,78.4788189,Gokul Chat Center,17.38471608,78.48315239,Chaat Place
Dar-ul-Shifa,17.3693959,78.4788189,Santosh Dhaba,17.3766387,78.47013549,Food
Dar-ul-Shifa,17.3693959,78.4788189,Bilal Ice Cream,17.3842395,78.47488087,Dessert Shop
Dar-ul-Shifa,17.3693959,78.4788189,Nimrah Hotel,17.36113626,78.47437335,Café
Dar-ul-Shifa,17.3693959,78.4788189,Domino's Pizza,17.381,78.493,Pizza Place
Dar-ul-Shifa,17.3693959,78.4788189,Cafe coffee day,17.38534276,78.48587488,Coffee Shop
Dar-ul-Shifa,17.3693959,78.4788189,Cafe coffee day,17.3619866,78.47490797,Coffee Shop
Dar-ul-Shifa,17.3693959,78.4788189,Madina House,17.36852007,78.47590762,Shopping Mall
Dar-ul-Shifa,17.3693959,78.4788189,Maozamjahi Market,17.3839467,78.47511952,Farmers Market
Dar-ul-Shifa,17.3693959,78.4788189,Matwale Doodh Ghar,17.35665679,78.47368206,Dessert Shop
Dar-ul-Shifa,17.3693959,78.4788189,Vinay Pan Shop,17.35572285,78.47647372,Juice Bar
Dar-ul-Shifa,17.3693959,78.4788189,"Visalaandhra book house, abids",17.38629284,78.47839952,Bookstore
Dar-ul-Shifa,17.3693959,78.4788189,Yakutpura station,17.35843432,78.49232311,Train Station
Dhoolpet,17.3721615,78.4605351,Laxman Ki Bandi,17.37889459,78.46397328,South Indian Restaurant
Dhoolpet,17.3721615,78.4605351,Shadaab,17.36866112,78.47557242,Diner
Dhoolpet,17.3721615,78.4605351,Chowmahala Palace,17.35929974,78.47161741,History Museum
Dhoolpet,17.3721615,78.4605351,Govind Ki Idly,17.36413201,78.47377107,South Indian Restaurant
Dhoolpet,17.3721615,78.4605351,Karachi Bakery,17.38345374,78.47507545,Bakery
Dhoolpet,17.3721615,78.4605351,Santosh Dhaba,17.3766387,78.47013549,Food
Dhoolpet,17.3721615,78.4605351,Charminar,17.36155458,78.47467661,Monument / Landmark
Dhoolpet,17.3721615,78.4605351,Salarjung Museum,17.37152737,78.47828298,History Museum
Dhoolpet,17.3721615,78.4605351,Nimrah Hotel,17.36113626,78.47437335,Café
Dhoolpet,17.3721615,78.4605351,Hotel Nayaab,17.36850401,78.47747956,Food Court
Dhoolpet,17.3721615,78.4605351,Cafe coffee day,17.3619866,78.47490797,Coffee Shop
Dhoolpet,17.3721615,78.4605351,Madina House,17.36852007,78.47590762,Shopping Mall
Dilsukhnagar,17.3687948,78.5250297,Moon Bean Cafe,17.3689638,78.51722987,Café
Dilsukhnagar,17.3687948,78.5250297,Asian Shiva ganga,17.36112224,78.52321513,Multiplex
Dilsukhnagar,17.3687948,78.5250297,Papadams Blue Restaurant & Banquet Halls,17.36692329,78.538199,Indian Restaurant
Dilsukhnagar,17.3687948,78.5250297,Miraj Theatres,17.36795043,78.53651628,Movie Theater
Dilsukhnagar,17.3687948,78.5250297,SVM Bowling Ally,17.36789183,78.5370943,Bowling Alley
Dilsukhnagar,17.3687948,78.5250297,Domino's Pizza,17.37156436,78.51106617,Pizza Place
Dilsukhnagar,17.3687948,78.5250297,Cafe Coffee Day,17.36975956,78.51611454,Café
Dilsukhnagar,17.3687948,78.5250297,The DESTINO,17.3695422,78.52033073,Hookah Bar
Dilsukhnagar,17.3687948,78.5250297,Grand Bavarchi,17.36977626,78.51521603,Indian Restaurant
Dilsukhnagar,17.3687948,78.5250297,Spicy Hub,17.36723422,78.54345054,Indian Restaurant
Domalguda,17.4078455,78.4850003,Cream Stone Concepts,17.4042836,78.48145783,Ice Cream Shop
Domalguda,17.4078455,78.4850003,Minerva Coffee Shop,17.40140987,78.4856719,Indian Restaurant
Domalguda,17.4078455,78.4850003,King & Cardinal,17.40067831,78.48857489,Burger Joint
Domalguda,17.4078455,78.4850003,Cafe Bahar,17.39959528,78.47856582,Indian Restaurant
Domalguda,17.4078455,78.4850003,Almond House,17.40131934,78.48587224,Dessert Shop
Domalguda,17.4078455,78.4850003,Blue Fox,17.40140091,78.48565252,Indian Restaurant
Domalguda,17.4078455,78.4850003,Tank Bund,17.4090186,78.477395,Lake
Domalguda,17.4078455,78.4850003,Bawarchi,17.40636912,78.49766215,Indian Restaurant
Domalguda,17.4078455,78.4850003,Mings Court,17.40487191,78.47656252,Chinese Restaurant
Domalguda,17.4078455,78.4850003,McDonald's,17.4011623,78.48650915,Fast Food Restaurant
Domalguda,17.4078455,78.4850003,Gokul Chat,17.39786036,78.49270045,Snack Place
Domalguda,17.4078455,78.4850003,Sudharshan Theatre 35mm,17.40652963,78.49515002,Movie Theater
Domalguda,17.4078455,78.4850003,Nizam club,17.40322092,78.4687291,Lounge
Domalguda,17.4078455,78.4850003,Dadu's Purani Dilli,17.40595613,78.4792653,Fast Food Restaurant
Domalguda,17.4078455,78.4850003,Okra Restaurant,17.42381663,78.48725663,Restaurant
Domalguda,17.4078455,78.4850003,The Chocolate Room,17.40161691,78.48540276,Coffee Shop
Domalguda,17.4078455,78.4850003,Mayur Pan Shop Himayatnagar,17.40097482,78.48550862,Restaurant
Domalguda,17.4078455,78.4850003,Devi 70 MM,17.40632866,78.49540915,Movie Theater
Domalguda,17.4078455,78.4850003,Bajrang Pan Shop,17.40227863,78.47716496,Smoke Shop
Domalguda,17.4078455,78.4850003,Ram ki Bandi,17.39501202,78.47288285,Food Truck
Domalguda,17.4078455,78.4850003,Chung Hua,17.40551386,78.47629989,Chinese Restaurant
Domalguda,17.4078455,78.4850003,Birla Science Museum,17.40385352,78.46945707,Science Museum
Domalguda,17.4078455,78.4850003,Eatmor,17.40497353,78.47651677,Ice Cream Shop
Domalguda,17.4078455,78.4850003,Rahul tiffins & fast food centre,17.40318457,78.48006955,Breakfast Spot
Domalguda,17.4078455,78.4850003,Chutneys,17.40413412,78.48156609,Vegetarian / Vegan Restaurant
Domalguda,17.4078455,78.4850003,Gamesquare,17.4048946,78.48053149,Gaming Cafe
Domalguda,17.4078455,78.4850003,Taj Mahal Hotel,17.3919419,78.47691532,Hotel
Domalguda,17.4078455,78.4850003,Mohini Restaurant,17.40192622,78.476153,Indian Restaurant
Domalguda,17.4078455,78.4850003,Hotel Megacity,17.40113284,78.47599032,Hotel Bar
Domalguda,17.4078455,78.4850003,Ohri's,17.40496052,78.47656026,Restaurant
Domalguda,17.4078455,78.4850003,creamstone,17.39965236,78.49189029,Ice Cream Shop
Domalguda,17.4078455,78.4850003,Buddha statue,17.415596,78.474976,Historic Site
Domalguda,17.4078455,78.4850003,Courtyard Hyderabad,17.424329,78.48671895,Hotel
Domalguda,17.4078455,78.4850003,cafe coffee day,17.40337019,78.48236758,Café
Domalguda,17.4078455,78.4850003,Lumbini Park,17.40930735,78.47243883,Park
Domalguda,17.4078455,78.4850003,Spencer's,17.41259208,78.49840041,Convenience Store
Domalguda,17.4078455,78.4850003,Courtyard Marriott Hyderabad,17.42372102,78.48753246,Hotel
Domalguda,17.4078455,78.4850003,Dadu's,17.40586893,78.47917317,Dessert Shop
Domalguda,17.4078455,78.4850003,New Madhushala Bar & Restaurant,17.39794769,78.48407254,Bar
Domalguda,17.4078455,78.4850003,NTR Stadium,17.41047794,78.48561961,Stadium
Domalguda,17.4078455,78.4850003,Lal Bahadur Shastri Stadium,17.39913964,78.47266639,Stadium
Domalguda,17.4078455,78.4850003,Blue Diamond,17.39927238,78.47474989,Chinese Restaurant
Domalguda,17.4078455,78.4850003,KFC,17.40183882,78.484524,Fast Food Restaurant
Domalguda,17.4078455,78.4850003,Bombay Bakery,17.39486898,78.47547473,Bakery
Domalguda,17.4078455,78.4850003,Altitude Lounge Bar,17.42417176,78.48693297,Hotel Bar
Domalguda,17.4078455,78.4850003,Bidri,17.42425436,78.48677263,Indian Restaurant
Domalguda,17.4078455,78.4850003,Inox Maheshwari Paremeshwari,17.39072803,78.4883524,Multiplex
Domalguda,17.4078455,78.4850003,KFC,17.39487034,78.47590207,Fast Food Restaurant
Domalguda,17.4078455,78.4850003,MoMo cafe,17.42376858,78.4874851,Asian Restaurant
Domalguda,17.4078455,78.4850003,Domino's Pizza,17.39912379,78.48588043,Pizza Place
Domalguda,17.4078455,78.4850003,NTR Gardens,17.41330265,78.46879786,Garden
Domalguda,17.4078455,78.4850003,Ravindra Bharathi,17.40310754,78.46711609,Performing Arts Venue
Domalguda,17.4078455,78.4850003,Alex's kitchen,17.40605977,78.47837337,Chinese Restaurant
Domalguda,17.4078455,78.4850003,Ohri's Gufaa,17.40497709,78.47659198,Restaurant
Domalguda,17.4078455,78.4850003,Kamat Hotel,17.40432999,78.46760189,Indian Restaurant
Domalguda,17.4078455,78.4850003,Taj Mahal Hotel,17.39936513,78.49195425,Indian Restaurant
Domalguda,17.4078455,78.4850003,Crystal Restaurant,17.40660839,78.49626843,Asian Restaurant
Domalguda,17.4078455,78.4850003,Skore - The Sports Lounge,17.4037629,78.48202832,Hookah Bar
Domalguda,17.4078455,78.4850003,Sandhya 70 MM,17.40705273,78.49772418,Movie Theater
Domalguda,17.4078455,78.4850003,Brand Factory,17.39236741,78.47749131,Shopping Mall
Domalguda,17.4078455,78.4850003,Subway,17.40109355,78.48658951,Sandwich Place
Domalguda,17.4078455,78.4850003,Astoria Restaurant,17.40652984,78.49713576,Indian Restaurant
Domalguda,17.4078455,78.4850003,Cafe Coffee Day,17.39839094,78.48207518,Café
Domalguda,17.4078455,78.4850003,Dadu's Purani DillI,17.40577225,78.47932635,Food Court
Domalguda,17.4078455,78.4850003,Ratnadeep Super Market,17.3995477,78.4864882,Department Store
Domalguda,17.4078455,78.4850003,Grabz,17.40260632,78.48328327,Italian Restaurant
Domalguda,17.4078455,78.4850003,Tarakarama Cineplex,17.39085403,78.48853857,Indie Movie Theater
Domalguda,17.4078455,78.4850003,Swathi Coffee Shop,17.39909886,78.48066574,Indian Restaurant
Domalguda,17.4078455,78.4850003,McDonald's,17.39312035,78.47607482,Fast Food Restaurant
Domalguda,17.4078455,78.4850003,Shanti Theatre,17.39600217,78.48977051,Movie Theater
Domalguda,17.4078455,78.4850003,Agrawalas Chat n Sweets,17.40042706,78.48952634,Snack Place
Domalguda,17.4078455,78.4850003,Bademiyan Kebabs,17.41572068,78.48005337,Indian Restaurant
Domalguda,17.4078455,78.4850003,Boats club,17.41035985,78.47360874,Hotel Bar
Domalguda,17.4078455,78.4850003,Cafe Embassy,17.40117537,78.47513617,Café
Domalguda,17.4078455,78.4850003,Westside,17.39857267,78.47198493,Clothing Store
Domalguda,17.4078455,78.4850003,Balaji bakery,17.41148365,78.49877035,Bakery
Erragadda,17.4487999,78.4356074,Poorna Tiffin Center,17.43325369,78.42619072,Breakfast Spot
Erragadda,17.4487999,78.4356074,Kritunga Restaurant,17.43808274,78.44289662,Indian Restaurant
Erragadda,17.4487999,78.4356074,Blue Fox,17.43705439,78.44591211,Indian Restaurant
Erragadda,17.4487999,78.4356074,Creamstone,17.43289885,78.42932721,Dessert Shop
Erragadda,17.4487999,78.4356074,Domino's Pizza,17.44181925,78.4461647,Pizza Place
Erragadda,17.4487999,78.4356074,Café Coffee Day,17.43744488,78.44087576,Café
Erragadda,17.4487999,78.4356074,Santosh Dhaba,17.43944205,78.44825948,Vegetarian / Vegan Restaurant
Erragadda,17.4487999,78.4356074,McDonald's,17.44840503,78.42630661,Fast Food Restaurant
Erragadda,17.4487999,78.4356074,Ratnadeep Super Market,17.43650403,78.43376259,Department Store
Erragadda,17.4487999,78.4356074,Domino's Pizza,17.456,78.422,Pizza Place
Erragadda,17.4487999,78.4356074,Minerva Coffee Shop,17.43729471,78.44607353,Indian Restaurant
Erragadda,17.4487999,78.4356074,Just Bake,17.44530047,78.44656127,Bakery
Erragadda,17.4487999,78.4356074,Fruit Market,17.45155253,78.43621208,Deli / Bodega
Erragadda,17.4487999,78.4356074,Hotel Udipi Home,17.44232999,78.44324971,Breakfast Spot
Erragadda,17.4487999,78.4356074,Esi X roads,17.44950044,78.4322723,Bus Station
Erragadda,17.4487999,78.4356074,Cafe Coffee Day,17.44169628,78.44697966,Café
Erragadda,17.4487999,78.4356074,Subway,17.44170097,78.44699423,Sandwich Place
Erragadda,17.4487999,78.4356074,Greenland Restaurant,17.44358942,78.44916992,Indian Restaurant
Erragadda,17.4487999,78.4356074,More Supermarket,17.45212127,78.42604008,Department Store
Erragadda,17.4487999,78.4356074,Krishna Kanth Park,17.44206579,78.4264954,Park
Erragadda,17.4487999,78.4356074,Sanath Nagar Bus Station,17.45489943,78.44774723,Bus Station
Erragadda,17.4487999,78.4356074,Yusufguda check post busstop.,17.43630522,78.42806123,Bus Station
Erragadda,17.4487999,78.4356074,Bharatnagar MMTS,17.46214553,78.42937946,Train Station
Erragadda,17.4487999,78.4356074,Fateh Nagar MMTS,17.45535881,78.4496973,Train Station
Erragadda,17.4487999,78.4356074,Fathenagar MMTS,17.45746196,78.45040233,Train Station
Erragadda,17.4487999,78.4356074,Kotla Vijayabhaskar Reddy Stadium,17.43421953,78.42727276,Stadium
Fateh Nagar,17.4347141,78.5125563,Chin Ling Chinese Restaurant,17.44096929,78.50349784,Chinese Restaurant
Fateh Nagar,17.4347141,78.5125563,Talwalkars,17.44310832,78.50717691,Gym
Fateh Nagar,17.4347141,78.5125563,blue sea tea & Snacks,17.43687674,78.50500803,Tea Room
Fateh Nagar,17.4347141,78.5125563,Temptations Gourmet Ice Creams,17.44665791,78.50759858,Dessert Shop
Fateh Nagar,17.4347141,78.5125563,Pickles,17.441497,78.49970423,Coffee Shop
Fateh Nagar,17.4347141,78.5125563,Kamat Hotel,17.44071844,78.49708041,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,Cafe Coffee Day,17.42305142,78.50151995,Coffee Shop
Fateh Nagar,17.4347141,78.5125563,cafe coffee day,17.4410997,78.50262482,Coffee Shop
Fateh Nagar,17.4347141,78.5125563,Alfa Cafe and Hotel,17.43460598,78.5008073,Café
Fateh Nagar,17.4347141,78.5125563,Ratnadeep,17.4432254,78.50732334,Convenience Store
Fateh Nagar,17.4347141,78.5125563,Kimfung,17.42878418,78.5278283,Chinese Restaurant
Fateh Nagar,17.4347141,78.5125563,Alpha,17.43443705,78.50104351,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,Gharonda Food Court,17.42563453,78.50681072,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,Monda Market,17.43543346,78.49566915,Flea Market
Fateh Nagar,17.4347141,78.5125563,Royal Reve Hotel,17.44140312,78.50040768,Hotel
Fateh Nagar,17.4347141,78.5125563,Jalpaan,17.42961784,78.51647538,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,shraddha temptations,17.44016867,78.50557345,Bakery
Fateh Nagar,17.4347141,78.5125563,Garib Rath Exp,17.43388007,78.50239419,Light Rail Station
Fateh Nagar,17.4347141,78.5125563,Railway Club,17.43294848,78.52278298,Golf Course
Fateh Nagar,17.4347141,78.5125563,Sitaphalmandi Railway Station,17.42771375,78.52001667,Train Station
Fateh Nagar,17.4347141,78.5125563,Sai palace,17.44380914,78.5073489,Fast Food Restaurant
Fateh Nagar,17.4347141,78.5125563,Coffee Day,17.44767318,78.5027056,Coffee Shop
Fateh Nagar,17.4347141,78.5125563,Burn Fitness Port Gym,17.43994956,78.50304817,Gym
Fateh Nagar,17.4347141,78.5125563,Padmaraonagar Park,17.42528926,78.50742958,Park
Fateh Nagar,17.4347141,78.5125563,Time Square Hotel,17.44080165,78.49748917,Asian Restaurant
Fateh Nagar,17.4347141,78.5125563,lalaguda gate,17.44100196,78.52432515,Train Station
Fateh Nagar,17.4347141,78.5125563,Metro Station Tarnaka,17.42995757,78.52595605,Cable Car
Fateh Nagar,17.4347141,78.5125563,Cake Basket,17.42608062,78.52398676,Bakery
Fateh Nagar,17.4347141,78.5125563,Heritage Fresh,17.42552995,78.50130112,Grocery Store
Fateh Nagar,17.4347141,78.5125563,Garden,17.44173707,78.49865964,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,Minerva Grand Hotel Hyderabad,17.44076171,78.49774997,Hotel
Fateh Nagar,17.4347141,78.5125563,Vegetable Market,17.43691278,78.49645154,Flea Market
Fateh Nagar,17.4347141,78.5125563,YMCA,17.44289841,78.4986988,Convention Center
Fateh Nagar,17.4347141,78.5125563,Tarang Multicusine Restaurant,17.44200846,78.49647374,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,Premraj Shantilal Jain Jeweller,17.434247,78.494347,Jewelry Store
Fateh Nagar,17.4347141,78.5125563,South India Shopping Mall,17.44191252,78.49574129,Shopping Mall
Fateh Nagar,17.4347141,78.5125563,Ratanlal Mithai,17.43630461,78.49392124,Indian Restaurant
Fateh Nagar,17.4347141,78.5125563,Arts College MMTS Station,17.4182449,78.51991475,Light Rail Station
Fateh Nagar,17.4347141,78.5125563,Hari Hara Kala Bhavan,17.44293303,78.49579123,Concert Hall
Ferozguda,17.4646179,78.4616333,Vimal 70mm A/c DTS,17.46379299,78.45142932,Movie Theater
Ferozguda,17.4646179,78.4616333,Gulf Bakers,17.46345768,78.47330521,Bakery
Ferozguda,17.4646179,78.4616333,Fathenagar MMTS,17.45746196,78.45040233,Train Station
Ferozguda,17.4646179,78.4616333,The RIVIERA,17.46223274,78.47494747,Liquor Store
Ferozguda,17.4646179,78.4616333,Fateh Nagar MMTS,17.45535881,78.4496973,Train Station
Ferozguda,17.4646179,78.4616333,Balanagar Gedimetlla X Road,17.46721155,78.44614435,Residential Building (Apartment / Condo)
Ferozguda,17.4646179,78.4616333,Sanath Nagar Bus Station,17.45489943,78.44774723,Bus Station
Ferozguda,17.4646179,78.4616333,Colorrs Dhaba,17.47797623,78.47287729,Indian Restaurant
Ferozguda,17.4646179,78.4616333,Sony Dhaba,17.47793838,78.47351001,Indian Restaurant
Film Nagar,17.4140574,78.4105031,Starbucks,17.41699919,78.41634449,Coffee Shop
Film Nagar,17.4140574,78.4105031,Simply South By Chef Chalapati Rao,17.41630223,78.40997448,Restaurant
Film Nagar,17.4140574,78.4105031,So. Food & More,17.41611918,78.41689723,Mediterranean Restaurant
Film Nagar,17.4140574,78.4105031,MOB,17.41625266,78.41690835,Beer Garden
Film Nagar,17.4140574,78.4105031,Free Flow Traffic Bar,17.41691453,78.41631412,Irish Pub
Film Nagar,17.4140574,78.4105031,Karachi Bakery,17.40739997,78.40191086,Bakery
Film Nagar,17.4140574,78.4105031,Fat Pigeon,17.42562428,78.40862091,Lounge
Film Nagar,17.4140574,78.4105031,The Moonshine Project,17.41420044,78.40773334,New American Restaurant
Film Nagar,17.4140574,78.4105031,Little Italy,17.4161777,78.4168764,Italian Restaurant
Film Nagar,17.4140574,78.4105031,Quiznos,17.41619325,78.40995161,Sandwich Place
Film Nagar,17.4140574,78.4105031,Stone Waters Kitchen,17.42386747,78.41291756,Restaurant
Film Nagar,17.4140574,78.4105031,Ulavacharu,17.42390266,78.41202235,Indian Restaurant
Film Nagar,17.4140574,78.4105031,Cream Stone Concepts,17.42480201,78.42195499,Ice Cream Shop
Film Nagar,17.4140574,78.4105031,N Asian,17.42884009,78.40979272,Bistro
Film Nagar,17.4140574,78.4105031,Chutneys,17.42983531,78.40965704,Indian Restaurant
Film Nagar,17.4140574,78.4105031,Cream Stone Concepts,17.43082264,78.40803921,Ice Cream Shop
Film Nagar,17.4140574,78.4105031,Rain Lounge,17.42561511,78.42033732,Nightclub
Film Nagar,17.4140574,78.4105031,China Bistro,17.42250226,78.41104121,Asian Restaurant
Film Nagar,17.4140574,78.4105031,Beyond Coffee,17.42943379,78.41268991,Café
Film Nagar,17.4140574,78.4105031,The Pasta Bar Veneto,17.42857432,78.413754,Hookah Bar
Film Nagar,17.4140574,78.4105031,Conçu Cakes,17.43174023,78.40806505,Cupcake Shop
Film Nagar,17.4140574,78.4105031,Subway,17.42366751,78.41264054,Sandwich Place
Film Nagar,17.4140574,78.4105031,Cafe Melange,17.41411724,78.40735976,Café
Film Nagar,17.4140574,78.4105031,Glocal Junction,17.42235192,78.41096482,Gastropub
Film Nagar,17.4140574,78.4105031,Sodabottleopenerwala,17.42277494,78.4111638,Parsi Restaurant
Film Nagar,17.4140574,78.4105031,Maharaja Chat Bhandar (A),17.42509384,78.41461203,Food Truck
Film Nagar,17.4140574,78.4105031,Cafe Heart Cup Coffee,17.42786314,78.4060582,Cocktail Bar
Film Nagar,17.4140574,78.4105031,JRC Convention Centre,17.41520732,78.39519954,Auditorium
Film Nagar,17.4140574,78.4105031,Shree Jaganath Temple,17.41508593,78.42632453,Temple
Film Nagar,17.4140574,78.4105031,Dimmy Pan Palace™,17.43085729,78.40792274,Juice Bar
Film Nagar,17.4140574,78.4105031,Farzi Café,17.42897372,78.40966674,North Indian Restaurant
Film Nagar,17.4140574,78.4105031,KBR Park,17.42536931,78.4250628,Park
Film Nagar,17.4140574,78.4105031,Organika,17.42376049,78.41264893,Dessert Shop
Film Nagar,17.4140574,78.4105031,Di Bella Coffee,17.43067774,78.40868306,Coffee Shop
Film Nagar,17.4140574,78.4105031,Coco's Restaurant,17.42393964,78.42471465,Lounge
Film Nagar,17.4140574,78.4105031,Latitudes Fitness Centre and Tangerine,17.4300345,78.40950223,Gym
Film Nagar,17.4140574,78.4105031,cafe coffee day,17.41702671,78.41320038,Café
Film Nagar,17.4140574,78.4105031,Urban Asia,17.42882037,78.41304307,Bar
Film Nagar,17.4140574,78.4105031,Blend,17.42791195,78.41511822,Indian Restaurant
Film Nagar,17.4140574,78.4105031,Rumaan cafe,17.39876378,78.4164335,Café
Film Nagar,17.4140574,78.4105031,Cuppa,17.428174,78.409433,Coffee Shop
Film Nagar,17.4140574,78.4105031,Mist n Creams,17.41178038,78.42361395,Dessert Shop
Film Nagar,17.4140574,78.4105031,Menchie's Frozen Yogurt,17.43016372,78.41182048,Frozen Yogurt Shop
Film Nagar,17.4140574,78.4105031,Mirrors,17.42910609,78.41838265,Spa
Film Nagar,17.4140574,78.4105031,Tangerine spa,17.43005262,78.40956963,Spa
Film Nagar,17.4140574,78.4105031,SVM Bowling Alley,17.4316627,78.40702652,Bowling Alley
Film Nagar,17.4140574,78.4105031,KFC Restaurant,17.40241904,78.41118376,Fast Food Restaurant
Film Nagar,17.4140574,78.4105031,Dadu's Mithai Vatika,17.4312898,78.40752377,Dessert Shop
Film Nagar,17.4140574,78.4105031,Thea - Bar and Kitchen,17.41622005,78.40989718,Greek Restaurant
Film Nagar,17.4140574,78.4105031,Jubilee Hills Club,17.42954766,78.41498966,Social Club
Film Nagar,17.4140574,78.4105031,United Kitchens of India,17.42650922,78.40777961,Multicuisine Indian Restaurant
Film Nagar,17.4140574,78.4105031,Taj Mahal Hotel,17.41722518,78.41558833,Multicuisine Indian Restaurant
Film Nagar,17.4140574,78.4105031,Baskin-Robbins,17.42030105,78.41101344,Ice Cream Shop
Film Nagar,17.4140574,78.4105031,Xtreme Sports Bar,17.43144716,78.40671573,Sports Bar
Film Nagar,17.4140574,78.4105031,Barista Lavazza,17.42379847,78.41288089,Café
Film Nagar,17.4140574,78.4105031,Subway,17.41449956,78.42335255,Sandwich Place
Film Nagar,17.4140574,78.4105031,Rayalseema Ruchulu,17.43120654,78.40773648,Indian Restaurant
Film Nagar,17.4140574,78.4105031,Seven Oven,17.42919722,78.41287687,Hookah Bar
Film Nagar,17.4140574,78.4105031,Kargeens,17.41400728,78.42326556,Hookah Bar
Film Nagar,17.4140574,78.4105031,Car Khana,17.425042,78.422431,Food Court
Film Nagar,17.4140574,78.4105031,Subway,17.42263704,78.42696418,Sandwich Place
Film Nagar,17.4140574,78.4105031,Domino's Pizza,17.40619054,78.4058759,Pizza Place
Film Nagar,17.4140574,78.4105031,Spoil Lounge,17.42859219,78.41785344,Pub
Film Nagar,17.4140574,78.4105031,The Great Kabab Factory,17.41417629,78.42349152,Ethiopian Restaurant
Film Nagar,17.4140574,78.4105031,Lost Society,17.42882498,78.41290588,Cocktail Bar
Film Nagar,17.4140574,78.4105031,Oh So Stoned!,17.42501265,78.42132079,Dessert Shop
Film Nagar,17.4140574,78.4105031,Café  Coffee Day - The Lounge,17.4238655,78.42468855,Café
